acc_macro,prec_macro,rec_macro,f1_macro,acc_micro,prec_micro,rec_micro,f1_micro,rec_at_8,prec_at_8,f1_at_8,rec_at_15,prec_at_15,f1_at_15,auc_macro,auc_micro,loss_dev,acc_macro_te,prec_macro_te,rec_macro_te,f1_macro_te,acc_micro_te,prec_micro_te,rec_micro_te,f1_micro_te,rec_at_8_te,prec_at_8_te,f1_at_8_te,rec_at_15_te,prec_at_15_te,f1_at_15_te,auc_macro_te,auc_micro_te,loss_test_te,loss_tr
0.02247418937700405,0.038959093221190066,0.033765435746751865,0.036176810701426164,0.2707803397062444,0.5482031120217066,0.34856700232378,0.42616387938270806,0.3177735902190165,0.5954935622317596,0.4144069491930992,0.4328410036647088,0.44929491109748615,0.4409145053646475,0.8550211128238252,0.9765175816948886,0.007388703854612385,0.022362653610638182,0.04381754173154201,0.033381170605408635,0.037893917962414356,0.2611732738621653,0.5400455846496343,0.3358883064649062,0.4141750848594483,0.30229209486156505,0.5865954922894425,0.39897773973617723,0.4160352686940798,0.44657967576117047,0.4307666974537373,0.843998171375128,0.9755079366252551,0.0076992401142973645,nan
0.023862124671127385,0.043524597360108205,0.032711837165171474,0.03735141997102176,0.27444565612504546,0.5714368886818817,0.3455742553341314,0.430690245293782,0.3286646826531687,0.6100551808706315,0.4271851490797478,0.4433351722512978,0.45722460658082975,0.45017278026543944,0.8579402791951538,0.9767662912511671,0.0070396344549511405,0.024314795685643466,0.04972585228166321,0.03416133389393772,0.0404996643801744,0.26764624922992225,0.5665020530462768,0.33658062176507436,0.4222727742736015,0.3139243237517567,0.6036847568208779,0.41305460692689117,0.4285471398752382,0.45725583234480033,0.44243626469557407,0.8496595230203384,0.9758647571321293,0.007336908172675732,nan
0.027139464467113215,0.046676718486557134,0.03778917235346494,0.04176536924528362,0.28346543071058333,0.561830733271729,0.36391803394127176,0.441718840146157,0.3346340671729915,0.619098712446352,0.4344435350333077,0.45163821536341925,0.46560392397302275,0.45851475040496215,0.8570420866866855,0.9770353425017596,0.007074737613795155,0.026120995184774388,0.05155060147546375,0.037124072251899745,0.04316380705697369,0.2739193344185205,0.5588119020636217,0.34950384070154616,0.4300418825867821,0.31512917669369633,0.6071693357058126,0.4149128949082605,0.4324842886162237,0.463206801107157,0.44731864848827263,0.8523765466418126,0.976534441238651,0.007368795393909795,nan
0.028115990817788976,0.04775930456615928,0.041056215208902014,0.04415481193966539,0.2890653666719086,0.5307251816563207,0.38831772410393633,0.4484882988024318,0.335323197562508,0.6200950337216432,0.43526958705968305,0.4548164404525771,0.46805640711220114,0.4613414503970465,0.8615992120729314,0.977049683887649,0.0071749179452003315,0.02748139986190618,0.053972487591265106,0.04093952374703701,0.0465611866458795,0.28152351876700354,0.5264987567916014,0.3769656809415488,0.4393575531690073,0.32168858594953315,0.6146574733096085,0.4223402052628448,0.43951229430673244,0.46775405298536976,0.45319361312689216,0.8517131487628771,0.976226580677547,0.0074644411302386806,nan
0.022875123962326133,0.04192598919251018,0.030919332305565303,0.0355911283092356,0.2788271940102306,0.5968314166870565,0.3435321456235476,0.43606703910614525,0.33008022248182667,0.6154966278356836,0.4297128547184661,0.4473116378092159,0.46339668914776216,0.45521211532272654,0.8600298692147329,0.976663767060884,0.006914416074899558,0.02286415483374809,0.04870208023334983,0.0306321959616132,0.037609258872671206,0.2680226293103448,0.594467017208413,0.32799261530346485,0.42274108224096535,0.31442476154246757,0.6078365954922894,0.4144570845057011,0.43058918000483454,0.461822854883353,0.4456594411944026,0.8503508519790212,0.975897720725044,0.007190767902064619,nan
0.022237236483654808,0.038284262563811206,0.03373110805738279,0.035863749260691365,0.22931119920713577,0.4362890680243247,0.32585733399056405,0.37307265947798046,0.2783410960889051,0.5150980993255672,0.3613962365060519,0.38443237813843245,0.39403229102799925,0.3891731422196203,0.7869051292336966,0.9635045043905283,0.009102067680872981,0.02322641602928942,0.043529140101704826,0.0357677976653812,0.039268640619614256,0.2245270009699548,0.4354911827372048,0.31670128243167506,0.36671629256375016,0.2652973228914953,0.5120106761565836,0.3495012577834135,0.3681014444982037,0.39300118623962044,0.38014401344026927,0.786390537093309,0.963521307360981,0.009450064828181042,nan
0.026297132792367586,0.04362499644148092,0.039559927370699244,0.041493136296394645,0.26562215813131707,0.503397675792791,0.35993944088444474,0.41974953808252924,0.31342744190198113,0.5804721030042919,0.40706114546500816,0.42678795354434307,0.4394441038217862,0.43302357185323304,0.8315351933002127,0.972278438431051,0.007638214457205398,0.02614050566948225,0.048858473383066134,0.04062852439121102,0.04436505250893185,0.258158006426969,0.49408187894541405,0.35092143869712855,0.4103745397767797,0.2982915379901417,0.5709890272835113,0.3918670264307031,0.41081863105786937,0.4374851720047449,0.4237327684309343,0.8225861497005351,0.9713456221936226,0.007996193657646868,nan
0.027565173603803506,0.047826459725408055,0.03750051989138013,0.04203868723167787,0.28559274718847205,0.5383651581215857,0.37821280191535805,0.4442973839313411,0.3289572152872297,0.6066830165542612,0.42660148398055664,0.44879791777226646,0.4610668301655426,0.4548496549649784,0.8484437533569358,0.9755278810340342,0.0073153411831143175,0.0278549694138513,0.05518764682798264,0.03926161010098718,0.045881904053109414,0.27840007992107796,0.5345385666674659,0.3674875548082946,0.435544528342434,0.31547616643434506,0.6039442467378411,0.41445678814888454,0.4329011402905498,0.4622973507315144,0.44711659434653844,0.8405809927360515,0.9748819612393754,0.007601414494732095,nan
0.02859218591018861,0.04969813597704821,0.040177185110847335,0.04443335911670748,0.2846915999782242,0.5564777866453844,0.36824871487923383,0.44320613598321923,0.3344567498682767,0.6168761496014715,0.4337459414721435,0.45280761231140926,0.46564479869200903,0.4591364929851999,0.8443457668195473,0.9751849581125465,0.007158726513844582,0.02843439572778098,0.05438109316436244,0.04098714461955481,0.04674356540271712,0.2754966718522863,0.5488935748583623,0.3561302871460126,0.43198336449158725,0.3195674076340802,0.6109875444839857,0.41964572912763703,0.43469928502354144,0.4629300118623962,0.448370715774653,0.8399349428531535,0.974833553592908,0.007457008472439962,nan
0.02595353941269278,0.044052928898857716,0.03767413677627706,0.04061460068389852,0.2855975818969039,0.5576054016694135,0.36926976973452574,0.4443032344157082,0.33238681783886276,0.6163396689147762,0.43186984682897056,0.4457345361067817,0.4619660739832414,0.45370517854685444,0.8533523046658952,0.9758513825109904,0.0072081155196639666,0.02542351678732959,0.048981602917113766,0.03712584929566318,0.04223754301003342,0.27494103397717856,0.5482534194335689,0.3554709392410906,0.43129999999999996,0.31476772907328965,0.6082814353499407,0.4148584353297817,0.42832461901007857,0.45919335705812575,0.4432221656742327,0.85177366109878,0.9757330177819803,0.007487426275487664,nan
